* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3006GGF
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\334.eds
* Experiment Name = _C3006GGF
* Experiment Run End Time = 2013-04-13 17:45:52 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	MTP
135	hsa-mir-548c-5p	24.731	3	22	N
136	hsa-mir-1913	21.328	3	18	N
137	hsa-mir-548e	27.528	3	24	N
138	hsa-mir-4770	26.496	3	23	Y
139	hsa-mir-186-5p	21.883	3	19	N
140	hsa-mir-10a-5p	24.307	3	21	N
141	hsa-mir-1203	23.222	3	20	N
142	hsa-mir-1280	17.338	3	14	N
143	hsa-mir-101-3p	16.515	3	13	N
144	hsa-mir-1910	21.105	3	18	N
145	hsa-mir-151a-3p	22.948	3	20	N
146	hsa-mir-196a-5p	25.354	3	22	N
147	hsa-mir-877-5p	21.339	3	18	N
148	hsa-mir-148b-3p	17.634	3	14	N
149	hsa-mir-100-5p	17.236	3	14	N
150	hsa-mir-4422	24.288	3	21	N
151	hsa-mir-18a-3p	25.839	3	23	N
152	hsa-mir-15a-5p	21.610	3	18	N
153	hsa-mir-134	25.841	3	23	N
154	hsa-mir-421	24.125	3	21	N
155	hsa-mir-181c-5p	25.951	3	23	N
156	hsa-mir-337-5p	28.508	3	25	N
157	hsa-mir-1537	27.332	3	24	N
158	hsa-mir-7-5p	26.074	3	23	N
159	hsa-mir-139-5p	23.552	3	20	N
160	hsa-mir-551a	26.839	3	24	N
161	hsa-mir-15a-3p	23.838	3	21	N
162	hsa-mir-339-3p	24.756	3	22	N
163	hsa-mir-340-5p	22.376	3	19	N
164	hsa-mir-30d-5p	20.051	3	17	N
165	hsa-mir-3923	25.649	3	22	N
166	hsa-let-7e-5p	24.141	3	21	N
167	hsa-mir-335-3p	25.797	3	22	Y
168	hsa-mir-345-5p	23.804	3	21	N
169	hsa-mir-485-5p	27.713	3	24	N
170	hsa-mir-3183	22.581	3	19	N
171	hsa-mir-532-3p	23.100	3	20	N
172	hsa-mir-542-3p	27.939	3	25	N
173	hsa-mir-199a-3p	22.592	3	19	N
174	hsa-mir-337-3p	27.150	3	24	Y
175	hsa-mir-4301	22.122	3	19	N
176	hsa-mir-381-3p	24.977	3	22	N
177	hsa-mir-412	24.470	3	21	N
178	hsa-mir-505-3p	20.876	3	18	N
179	hsa-mir-136-3p	27.163	3	24	N
180	hsa-mir-363-3p	24.885	3	21	N
181	hsa-mir-1301	24.402	3	21	N
182	hsa-let-7g-3p	22.980	3	20	N
183	hsa-mir-598	26.631	3	23	N
184	hsa-mir-221-3p	21.227	3	18	N
185	hsa-mir-28-3p	22.899	3	20	N
186	hsa-mir-629-3p	23.864	3	21	N
187	hsa-mir-4267	23.921	3	21	N
188	hsa-mir-3131	21.271	3	18	N
189	hsa-mir-124-3p	25.569	3	22	N
190	hsa-mir-155-5p	25.609	3	22	N
191	hsa-mir-486-3p	25.398	3	22	N
192	hsa-mir-26a-5p	19.644	3	16	N
193	hsa-mir-98-5p	28.169	3	25	N
194	hsa-mir-144-3p	20.392	3	17	N
195	hsa-mir-20a-5p	19.824	3	17	N
196	hsa-mir-195-5p	18.916	3	16	N
197	hsa-mir-3191-3p	23.231	3	20	N
198	hsa-mir-4454	15.447	3	12	N
199	hsa-mir-766-3p	19.483	3	16	N
200	hsa-mir-99b-5p	24.437	3	21	N
201	hsa-mir-140-5p	27.630	3	24	N
202	hsa-let-7d-3p	22.420	3	19	N
203	hsa-mir-328	19.667	3	16	N
204	hsa-mir-652-3p	24.427	3	21	N
205	hsa-mir-133a	27.500	3	24	N
206	hsa-mir-379-5p	29.316	3	26	N
207	hsa-mir-27a-3p	18.686	3	15	N
208	hsa-mir-664a-3p	26.071	3	23	N
209	hsa-mir-185-5p	21.838	3	19	N
