* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3009U4N
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\4-10-13 108 miscript.eds
* Experiment Name = _C3009U4N
* Experiment Run End Time = 2013-04-11 05:11:38 AM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
149	hsa-mir-100-5p	19.941	3	17	N
150	hsa-mir-4422	23.251	3	20	N
151	hsa-mir-18a-3p	25.804	3	22	N
152	hsa-mir-15a-5p	22.115	3	19	N
153	hsa-mir-134	25.104	3	22	N
154	hsa-mir-421	25.877	3	23	N
155	hsa-mir-181c-5p	27.637	3	24	N
156	hsa-mir-337-5p	29.760	3	27	N
157	hsa-mir-1537	30.193	3	27	N
158	hsa-mir-7-5p	25.885	3	23	N
159	hsa-mir-139-5p	22.507	3	19	N
160	hsa-mir-551a	26.160	3	23	N
161	hsa-mir-15a-3p	22.631	3	19	N
162	hsa-mir-339-3p	24.357	3	21	N
163	hsa-mir-340-5p	24.232	3	21	N
164	hsa-mir-30d-5p	22.678	3	20	N
165	hsa-mir-3923	25.748	3	23	N
166	hsa-let-7e-5p	24.321	3	21	N
167	hsa-mir-335-3p	25.254	3	22	N
168	hsa-mir-345-5p	23.702	3	21	N
169	hsa-mir-485-5p	27.753	3	25	N
170	hsa-mir-3183	23.190	3	20	N
171	hsa-mir-532-3p	22.635	3	19	N
172	hsa-mir-542-3p	28.778	3	25	N
173	hsa-mir-199a-3p	23.920	3	21	N
174	hsa-mir-337-3p	27.152	3	24	N
175	hsa-mir-4301	21.458	3	18	N
176	hsa-mir-381-3p	24.172	3	21	N
177	hsa-mir-412	23.790	3	21	N
178	hsa-mir-505-3p	22.898	3	20	N
179	hsa-mir-136-3p	31.891	3	29	N
180	hsa-mir-363-3p	28.703	3	25	N
181	hsa-mir-1301	23.962	3	21	N
182	hsa-let-7g-3p	21.942	3	19	N
183	hsa-mir-598	26.259	3	23	N
184	hsa-mir-221-3p	22.469	3	19	N
185	hsa-mir-28-3p	22.915	3	20	N
186	hsa-mir-629-3p	22.608	3	19	N
187	hsa-mir-4267	23.987	3	21	N
188	hsa-mir-3131	20.703	3	18	N
189	hsa-mir-124-3p	24.776	3	22	N
190	hsa-mir-155-5p	26.792	3	24	N
191	hsa-mir-486-3p	27.408	3	24	N
192	hsa-mir-26a-5p	19.433	3	16	N
193	hsa-mir-98-5p	28.570	3	25	N
194	hsa-mir-144-3p	26.354	3	23	N
195	hsa-mir-20a-5p	22.572	3	19	N
196	hsa-mir-195-5p	22.386	3	19	N
197	hsa-mir-3191-3p	22.408	3	19	N
198	hsa-mir-4454	18.864	3	16	N
199	hsa-mir-766-3p	19.389	3	16	N
200	hsa-mir-99b-5p	24.394	3	21	N
201	hsa-mir-140-5p	30.581	3	27	N
202	hsa-let-7d-3p	23.272	3	20	N
203	hsa-mir-328	21.542	3	18	N
204	hsa-mir-652-3p	25.766	3	22	N
205	hsa-mir-133a	26.933	3	24	N
206	hsa-mir-379-5p	28.901	3	26	N
207	hsa-mir-27a-3p	19.279	3	16	N
208	hsa-mir-664a-3p	24.724	3	22	N
209	hsa-mir-185-5p	22.313	3	19	N
210	hsa-mir-519b-5p	22.905	3	20	N
211	hsa-mir-4258	22.029	3	19	N
212	hsa-mir-141-3p	28.557	3	25	N
213	hsa-mir-370	23.600	3	20	N
214	hsa-let-7f-2-3p	27.920	3	25	N
215	hsa-mir-23b-3p	15.852	3	13	N
216	hsa-mir-378h	25.613	3	22	N
217	hsa-mir-122-5p	11.466	3	8	N
218	hsa-mir-424-3p	25.601	3	22	N
219	hsa-mir-542-5p	27.929	3	25	N
220	hsa-mir-433	21.861	3	19	N
221	hsa-mir-140-3p	24.318	3	21	N
222	hsa-mir-1976	21.974	3	19	N
223	hsa-mir-24-3p	19.193	3	16	N
224	hsa-let-7d-5p	23.057	3	20	N
225	hsa-mir-215	26.976	3	24	N
226	hsa-mir-548d-5p	23.208	3	20	N
227	hsa-mir-130b-3p	19.842	3	17	N
228	hsa-mir-1183	20.403	3	17	N
229	hsa-let-7a-5p	23.636	3	20	N
230	hsa-mir-4505	18.761	3	16	N
231	hsa-mir-208a	21.691	3	18	N
232	hsa-mir-211-5p	28.211	3	25	N
233	hsa-mir-1247-5p	20.929	3	18	N
234	hsa-mir-378g	20.808	3	18	N
235	hsa-mir-485-3p	22.950	3	20	N
236	hsa-mir-9-5p	30.561	3	27	N
237	hsa-mir-148a-3p	17.842	3	15	N
238	hsa-mir-5095	24.375	3	21	N
239	hsa-mir-409-3p	26.704	3	23	N
240	hsa-mir-361-5p	25.524	3	22	N
241	hsa-mir-331-3p	25.550	3	22	N
242	hsa-mir-30c-5p	23.170	3	20	N
243	hsa-mir-487b	25.169	3	22	N
244	hsa-mir-32-5p	24.680	3	22	N
245	hsa-mir-3176	23.058	3	20	N
246	hsa-mir-192-5p	22.431	3	19	N
247	hsa-mir-181a-5p	26.568	3	23	N
248	hsa-mir-1287	24.310	3	21	N
249	hsa-mir-378e	24.057	3	21	N
250	hsa-mir-320b	18.270	3	15	N
251	hsa-mir-671-3p	21.991	3	19	N
252	hsa-mir-374a-5p	24.934	3	22	N
253	hsa-mir-450a-5p	30.623	3	27	N
254	hsa-mir-3613-3p	24.364	3	21	N
255	hsa-mir-342-3p	21.761	3	19	N
256	hsa-mir-3689a-5p	25.408	3	22	N
257	hsa-mir-4302	23.836	3	21	N
258	hsa-mir-183-5p	28.616	3	25	N
259	hsa-mir-27b-3p	18.929	3	16	N
260	hsa-mir-15b-5p	21.632	3	18	N
261	hsa-mir-424-5p	21.833	3	19	N
262	hsa-mir-373-5p	24.513	3	21	N
263	hsa-mir-374b-5p	24.525	3	21	N
264	hsa-mir-375	23.080	3	20	N
265	hsa-mir-574-3p	19.181	3	16	N
266	hsa-mir-4524a-3p	27.970	3	25	N
267	hsa-mir-191-3p	25.148	3	22	N
268	hsa-mir-17-5p	23.864	3	21	N
269	hsa-mir-7-1-3p	25.922	3	23	N
270	hsa-mir-720	18.073	3	15	N
271	hsa-mir-675-3p	21.985	3	19	N
272	hsa-mir-128	25.711	3	23	N
273	hsa-mir-23b-5p	26.815	3	24	N
