* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C300FKIZ
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\113.eds
* Experiment Name = _C300FKIZ
* Experiment Run End Time = 2013-07-11 17:49:23 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
104	hsa-mir-4323	24.763	3	21	N
105	hsa-mir-339-5p	24.881	3	22	N
106	hsa-mir-501-5p	29.275	3	26	N
107	hsa-mir-132-3p	25.229	3	22	N
108	hsa-mir-29a-3p	20.577	3	17	N
109	hsa-mir-22-5p	23.877	3	21	N
110	hsa-mir-596	24.708	3	21	N
111	hsa-mir-191-5p	19.385	3	16	N
112	hsa-mir-103a-2-5p	29.479	3	26	N
113	hsa-let-7b-5p	20.697	3	17	N
114	hsa-mir-103a-3p	22.035	3	19	N
115	hsa-mir-489	25.068	3	22	N
116	hsa-mir-4306	24.522	3	21	N
117	hsa-mir-378a-3p	21.036	3	18	N
118	hsa-mir-30e-3p	23.848	3	21	N
119	hsa-mir-107	25.878	3	23	N
120	hsa-mir-382-5p	23.879	3	21	N
121	hsa-mir-484	19.133	3	16	N
122	hsa-mir-1281	21.536	3	18	N
123	hsa-mir-3653	29.262	3	26	N
124	hsa-mir-423-3p	20.899	3	18	N
125	hsa-mir-224-5p	25.499	3	22	N
126	hsa-mir-877-3p	24.383	3	21	N
127	hsa-mir-4732-3p	26.550	3	23	N
128	hsa-mir-22-3p	20.365	3	17	N
129	hsa-mir-125b-5p	21.256	3	18	N
130	hsa-mir-203a	26.335	3	23	N
131	hsa-let-7i-5p	19.886	3	17	N
132	hsa-mir-454-3p	24.889	3	22	N
133	hsa-mir-3159	27.651	3	25	N
134	hsa-let-7f-1-3p	28.499	3	25	N
135	hsa-mir-548c-5p	26.815	3	23	N
136	hsa-mir-1913	24.104	3	21	N
137	hsa-mir-548e	27.867	3	25	N
138	hsa-mir-4770	25.519	3	22	N
139	hsa-mir-186-5p	21.735	3	18	N
140	hsa-mir-10a-5p	24.783	3	22	N
141	hsa-mir-1203	25.355	3	22	N
142	hsa-mir-1280	18.556	3	15	N
143	hsa-mir-101-3p	18.119	3	15	N
144	hsa-mir-1910	24.499	3	21	N
145	hsa-mir-151a-3p	23.533	3	20	N
146	hsa-mir-196a-5p	26.744	3	23	N
147	hsa-mir-877-5p	24.062	3	21	N
148	hsa-mir-148b-3p	20.580	3	17	N
149	hsa-mir-100-5p	21.097	3	18	N
150	hsa-mir-4422	26.697	3	23	N
151	hsa-mir-18a-3p	25.843	3	23	N
152	hsa-mir-15a-5p	22.230	3	19	N
153	hsa-mir-134	27.180	3	24	N
154	hsa-mir-421	24.409	3	21	N
155	hsa-mir-181c-5p	25.263	3	22	N
156	hsa-mir-337-5p	Undetermined	3	39	Y
157	hsa-mir-1537	26.551	3	23	N
158	hsa-mir-7-5p	24.434	3	21	N
159	hsa-mir-139-5p	23.509	3	20	N
160	hsa-mir-551a	28.003	3	25	N
161	hsa-mir-15a-3p	26.942	3	23	N
162	hsa-mir-339-3p	26.477	3	23	N
163	hsa-mir-340-5p	23.424	3	20	N
164	hsa-mir-30d-5p	22.291	3	19	N
165	hsa-mir-3923	27.247	3	24	N
166	hsa-let-7e-5p	25.174	3	22	N
167	hsa-mir-335-3p	28.457	3	25	N
168	hsa-mir-345-5p	26.037	3	23	N
169	hsa-mir-485-5p	30.330	3	27	N
170	hsa-mir-3183	25.649	3	22	N
171	hsa-mir-532-3p	24.251	3	21	N
172	hsa-mir-542-3p	27.532	3	24	N
173	hsa-mir-199a-3p	20.066	3	17	N
174	hsa-mir-337-3p	26.687	3	23	N
175	hsa-mir-4301	21.423	3	18	N
176	hsa-mir-381-3p	28.720	3	25	N
177	hsa-mir-412	26.405	3	23	N
178	hsa-mir-505-3p	23.740	3	21	N
179	hsa-mir-136-3p	27.647	3	24	N
180	hsa-mir-363-3p	25.539	3	22	N
181	hsa-mir-1301	26.561	3	23	N
182	hsa-let-7g-3p	26.279	3	23	N
183	hsa-mir-598	25.870	3	23	N
184	hsa-mir-221-3p	20.395	3	17	N
185	hsa-mir-28-3p	23.800	3	21	N
186	hsa-mir-629-3p	25.514	3	22	N
187	hsa-mir-4267	27.297	3	24	N
188	hsa-mir-3131	23.698	3	20	N
189	hsa-mir-124-3p	27.738	3	25	N
