* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3009U4R
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\4-10-13 227 miscript.eds
* Experiment Name = _C3009U4R
* Experiment Run End Time = 2013-04-11 07:06:19 AM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
323	hsa-mir-30a-5p	20.242	3	17	N
324	hsa-mir-206	30.293	3	27	N
325	hsa-mir-4538	21.362	3	18	N
326	hsa-mir-1237-3p	22.361	3	19	N
327	hsa-mir-19b-3p	24.449	3	21	N
328	hsa-mir-142-3p	23.985	3	21	N
329	hsa-mir-30e-5p	20.430	3	17	N
330	hsa-mir-499a-5p	27.139	3	24	N
331	hsa-mir-1307-3p	25.804	3	23	N
332	hsa-mir-500a-5p	26.048	3	23	N
333	hsa-mir-204-5p	27.361	3	24	N
334	hsa-mir-20b-5p	24.143	3	21	N
335	hsa-mir-200c-3p	27.446	3	24	N
336	hsa-mir-190a	29.142	3	26	N
337	hsa-mir-193b-3p	23.954	3	21	N
338	hsa-mir-425-3p	26.042	3	23	N
339	hsa-mir-576-5p	29.135	3	26	N
340	hsa-mir-590-3p	28.629	3	25	N
341	hsa-mir-10b-5p	25.158	3	22	N
342	hsa-mir-96-5p	30.966	3	28	N
343	hsa-mir-1277-3p	33.585	3	30	N
344	hsa-mir-486-5p	18.704	3	16	N
345	hsa-mir-188-5p	23.688	3	20	N
346	hsa-mir-615-5p	25.762	3	23	N
347	hsa-mir-30a-3p	23.873	3	21	N
348	hsa-mir-378i	24.513	3	21	N
349	hsa-mir-93-5p	24.298	3	21	N
350	hsa-mir-154-5p	27.917	3	25	N
351	hsa-mir-425-5p	25.888	3	23	N
352	hsa-mir-362-3p	27.486	3	24	N
353	hsa-mir-92a-3p	18.051	3	15	N
354	hsa-mir-222-3p	23.257	3	20	N
355	hsa-mir-296-5p	25.393	3	23	N
356	hsa-mir-365a-3p	25.585	3	22	N
357	hsa-mir-551b-3p	30.533	3	27	N
358	hsa-mir-2467-3p	22.569	3	19	N
359	hsa-mir-2355-3p	29.582	3	26	N
360	hsa-mir-200b-3p	28.576	3	25	N
361	hsa-mir-18a-5p	27.289	3	24	N
362	hsa-mir-142-5p	23.978	3	21	N
363	hsa-mir-487a	25.624	3	22	N
364	hsa-mir-145-5p	24.903	3	22	N
365	hsa-mir-1233-3p	21.949	3	19	N
366	hsa-mir-369-3p	27.884	3	25	N
367	hsa-mir-637	20.730	3	18	N
368	hsa-mir-202-3p	24.883	3	22	N
369	hsa-mir-942	24.997	3	22	N
370	hsa-mir-4688	22.703	3	20	N
