* Block Type = 384-Well Block
* Calibration Background is expired  = Yes
* Calibration Background performed on  = 2012-12-07 13:11:03 PM EST
* Calibration FAM is expired  = Yes
* Calibration FAM performed on  = 2012-12-07 14:14:22 PM EST
* Calibration NED is expired  = Yes
* Calibration NED performed on  = 2012-12-07 14:37:51 PM EST
* Calibration ROI is expired  = Yes
* Calibration ROI performed on  = 2012-12-07 13:01:48 PM EST
* Calibration ROX is expired  = Yes
* Calibration ROX performed on  = 2012-12-07 14:25:41 PM EST
* Calibration SYBR is expired  = Yes
* Calibration SYBR performed on  = 2012-12-07 14:04:04 PM EST
* Calibration TAMRA is expired  = Yes
* Calibration TAMRA performed on  = 2012-12-07 14:46:31 PM EST
* Calibration Uniformity is expired  = Yes
* Calibration Uniformity performed on  = 2012-12-07 13:34:56 PM EST
* Calibration VIC is expired  = Yes
* Calibration VIC performed on  = 2012-12-07 13:52:46 PM EST
* Chemistry = SYBR_GREEN
* Experiment Barcode = C3006GGE
* Experiment Comments = 
* Experiment File Name = E:\untitled folder\221.eds
* Experiment Name = _C3006GGE
* Experiment Run End Time = 2013-04-13 15:51:07 PM EDT
* Experiment Type = Standard Curve
* Experiment User Name = 
* Instrument Name = AmbrosViiA7
* Instrument Serial Number = 278880816
* Instrument Type = ViiA 7
* Passive Reference = ROX
* Quantification Cycle Method = Ct
* Signal Smoothing On = false
* Stage/ Cycle where Analysis is performed = Stage 2, Step 2

[Results]
Well	Target Name	CT	Baseline Start	Baseline End	NOAMP
104	hsa-mir-4323	23.970	3	21	N
105	hsa-mir-339-5p	25.800	3	23	N
106	hsa-mir-501-5p	27.289	3	24	N
107	hsa-mir-132-3p	26.800	3	24	N
108	hsa-mir-29a-3p	21.974	3	19	N
109	hsa-mir-22-5p	26.226	3	23	N
110	hsa-mir-596	23.315	3	20	N
111	hsa-mir-191-5p	22.278	3	19	N
112	hsa-mir-103a-2-5p	28.738	3	25	N
113	hsa-let-7b-5p	22.422	3	19	N
114	hsa-mir-103a-3p	24.522	3	21	N
115	hsa-mir-489	23.231	3	20	N
116	hsa-mir-4306	26.647	3	23	N
117	hsa-mir-378a-3p	24.334	3	21	N
118	hsa-mir-30e-3p	25.771	3	22	N
119	hsa-mir-107	28.210	3	25	N
120	hsa-mir-382-5p	23.844	3	21	N
121	hsa-mir-484	20.507	3	17	N
122	hsa-mir-1281	20.532	3	17	N
123	hsa-mir-3653	30.149	3	27	N
124	hsa-mir-423-3p	23.641	3	20	N
125	hsa-mir-224-5p	27.849	3	25	N
126	hsa-mir-877-3p	23.135	3	20	N
127	hsa-mir-4732-3p	26.095	3	23	N
128	hsa-mir-22-3p	20.789	3	18	N
129	hsa-mir-125b-5p	21.155	3	18	N
130	hsa-mir-203a	27.320	3	24	N
131	hsa-let-7i-5p	22.306	3	19	N
132	hsa-mir-454-3p	26.349	3	23	N
133	hsa-mir-3159	25.907	3	23	N
134	hsa-let-7f-1-3p	28.099	3	25	N
135	hsa-mir-548c-5p	27.100	3	24	N
136	hsa-mir-1913	22.517	3	19	N
137	hsa-mir-548e	32.164	3	29	N
138	hsa-mir-4770	27.798	3	25	N
139	hsa-mir-186-5p	24.820	3	22	N
140	hsa-mir-10a-5p	25.201	3	22	N
141	hsa-mir-1203	24.865	3	22	N
142	hsa-mir-1280	17.120	3	14	N
143	hsa-mir-101-3p	20.993	3	18	N
144	hsa-mir-1910	22.858	3	20	N
145	hsa-mir-151a-3p	25.050	3	22	N
146	hsa-mir-196a-5p	26.403	3	23	N
147	hsa-mir-877-5p	23.117	3	20	N
148	hsa-mir-148b-3p	23.205	3	20	N
149	hsa-mir-100-5p	21.981	3	19	N
150	hsa-mir-4422	24.803	3	21	N
151	hsa-mir-18a-3p	27.207	3	24	N
152	hsa-mir-15a-5p	22.548	3	19	N
153	hsa-mir-134	27.528	3	24	N
154	hsa-mir-421	26.681	3	23	N
155	hsa-mir-181c-5p	26.948	3	24	N
156	hsa-mir-337-5p	36.711	3	34	N
157	hsa-mir-1537	29.261	3	26	N
158	hsa-mir-7-5p	26.238	3	23	N
159	hsa-mir-139-5p	23.465	3	20	N
160	hsa-mir-551a	31.125	3	28	N
161	hsa-mir-15a-3p	25.649	3	22	N
162	hsa-mir-339-3p	25.892	3	23	N
163	hsa-mir-340-5p	27.092	3	24	N
164	hsa-mir-30d-5p	24.150	3	21	N
165	hsa-mir-3923	26.812	3	24	N
166	hsa-let-7e-5p	25.806	3	23	N
167	hsa-mir-335-3p	28.084	3	25	N
168	hsa-mir-345-5p	25.727	3	22	N
169	hsa-mir-485-5p	28.747	3	26	N
170	hsa-mir-3183	23.644	3	20	N
171	hsa-mir-532-3p	24.495	3	21	N
172	hsa-mir-542-3p	28.415	3	25	N
173	hsa-mir-199a-3p	24.599	3	21	N
174	hsa-mir-337-3p	28.538	3	25	N
175	hsa-mir-4301	21.532	3	18	N
176	hsa-mir-381-3p	26.908	3	24	N
177	hsa-mir-412	26.163	3	23	N
178	hsa-mir-505-3p	25.265	3	22	N
179	hsa-mir-136-3p	29.823	3	27	N
180	hsa-mir-363-3p	27.346	3	24	N
181	hsa-mir-1301	25.939	3	23	N
182	hsa-let-7g-3p	24.558	3	21	N
183	hsa-mir-598	27.808	3	25	N
184	hsa-mir-221-3p	23.924	3	21	N
185	hsa-mir-28-3p	24.973	3	22	N
186	hsa-mir-629-3p	25.142	3	22	N
187	hsa-mir-4267	25.546	3	22	N
188	hsa-mir-3131	22.459	3	19	N
189	hsa-mir-124-3p	26.738	3	24	N
190	hsa-mir-155-5p	27.065	3	24	N
191	hsa-mir-486-3p	25.389	3	22	N
192	hsa-mir-26a-5p	20.445	3	17	N
193	hsa-mir-98-5p	29.046	3	26	N
194	hsa-mir-144-3p	22.576	3	19	N
195	hsa-mir-20a-5p	21.585	3	19	N
196	hsa-mir-195-5p	20.827	3	18	N
197	hsa-mir-3191-3p	25.096	3	22	N
198	hsa-mir-4454	15.604	3	12	N
199	hsa-mir-766-3p	21.294	3	18	N
200	hsa-mir-99b-5p	24.802	3	22	N
201	hsa-mir-140-5p	28.417	3	25	N
202	hsa-let-7d-3p	24.876	3	22	N
203	hsa-mir-328	20.125	3	17	N
204	hsa-mir-652-3p	25.613	3	23	N
205	hsa-mir-133a	29.682	3	26	N
206	hsa-mir-379-5p	Undetermined	3	39	Y
207	hsa-mir-27a-3p	20.786	3	17	N
208	hsa-mir-664a-3p	26.797	3	24	N
209	hsa-mir-185-5p	24.203	3	21	N
210	hsa-mir-519b-5p	24.926	3	22	N
211	hsa-mir-4258	23.889	3	21	N
212	hsa-mir-141-3p	30.008	3	27	N
213	hsa-mir-370	23.279	3	20	N
214	hsa-let-7f-2-3p	30.513	3	27	N
215	hsa-mir-23b-3p	21.521	3	18	N
216	hsa-mir-378h	29.178	3	26	N
217	hsa-mir-122-5p	17.532	3	14	N
218	hsa-mir-424-3p	28.412	3	25	N
219	hsa-mir-542-5p	28.534	3	25	N
220	hsa-mir-433	25.629	3	22	N
221	hsa-mir-140-3p	25.908	3	23	N
222	hsa-mir-1976	23.782	3	21	N
223	hsa-mir-24-3p	22.496	3	19	N
224	hsa-let-7d-5p	23.611	3	20	N
225	hsa-mir-215	28.663	3	26	N
226	hsa-mir-548d-5p	26.510	3	23	N
227	hsa-mir-130b-3p	23.403	3	20	N
228	hsa-mir-1183	22.241	3	19	N
229	hsa-let-7a-5p	25.042	3	22	N
230	hsa-mir-4505	20.427	3	17	N
231	hsa-mir-208a	18.066	3	15	N
232	hsa-mir-211-5p	29.161	3	26	N
233	hsa-mir-1247-5p	22.698	3	19	N
234	hsa-mir-378g	24.085	3	21	N
235	hsa-mir-485-3p	25.837	3	23	N
236	hsa-mir-9-5p	31.401	3	28	N
237	hsa-mir-148a-3p	20.729	3	17	N
238	hsa-mir-5095	25.595	3	22	N
239	hsa-mir-409-3p	27.943	3	25	N
240	hsa-mir-361-5p	27.860	3	25	N
241	hsa-mir-331-3p	27.810	3	25	N
242	hsa-mir-30c-5p	22.808	3	20	N
243	hsa-mir-487b	26.611	3	23	N
244	hsa-mir-32-5p	29.122	3	26	N
245	hsa-mir-3176	24.413	3	21	N
246	hsa-mir-192-5p	23.897	3	21	N
247	hsa-mir-181a-5p	26.462	3	23	N
248	hsa-mir-1287	22.224	3	19	N
249	hsa-mir-378e	27.150	3	24	N
250	hsa-mir-320b	20.356	3	17	N
251	hsa-mir-671-3p	22.223	3	19	N
252	hsa-mir-374a-5p	25.928	3	23	N
253	hsa-mir-450a-5p	31.647	3	28	N
254	hsa-mir-3613-3p	26.945	3	24	N
255	hsa-mir-342-3p	23.266	3	20	N
256	hsa-mir-3689a-5p	28.005	3	25	N
257	hsa-mir-4302	25.302	3	22	N
258	hsa-mir-183-5p	28.994	3	26	N
259	hsa-mir-27b-3p	22.995	3	20	N
260	hsa-mir-15b-5p	21.589	3	18	N
261	hsa-mir-424-5p	20.870	3	18	N
262	hsa-mir-373-5p	24.133	3	21	N
263	hsa-mir-374b-5p	25.932	3	23	N
264	hsa-mir-375	27.590	3	24	N
265	hsa-mir-574-3p	20.623	3	17	N
266	hsa-mir-4524a-3p	28.939	3	26	N
267	hsa-mir-191-3p	28.434	3	25	N
268	hsa-mir-17-5p	22.930	3	20	N
269	hsa-mir-7-1-3p	28.087	3	25	N
270	hsa-mir-720	16.706	3	13	N
271	hsa-mir-675-3p	22.387	3	19	N
272	hsa-mir-128	26.474	3	23	N
273	hsa-mir-23b-5p	29.868	3	27	N
274	hsa-mir-181c-3p	27.600	3	24	N
275	hsa-let-7f-5p	25.608	3	22	N
276	hsa-mir-1225-3p	22.239	3	19	N
277	hsa-mir-301b	28.690	3	25	N
278	hsa-mir-26b-5p	23.376	3	20	N
279	hsa-mir-885-5p	23.752	3	21	N
280	hsa-mir-4286	18.843	3	16	N
281	hsa-mir-3622a-5p	22.895	3	20	N
282	hsa-mir-3185	21.765	3	19	N
283	hsa-mir-629-5p	27.761	3	24	N
284	hsa-mir-4296	24.177	3	21	N
285	hsa-mir-31-5p	27.430	3	24	N
286	hsa-mir-483-5p	20.431	3	17	N
287	hsa-mir-23a-3p	21.470	3	18	N
288	hsa-mir-301a-3p	27.721	3	25	N
289	hsa-mir-181d	26.233	3	23	N
290	hsa-mir-99a-5p	22.537	3	19	N
291	hsa-mir-330-5p	25.831	3	23	N
292	hsa-mir-335-5p	26.379	3	23	N
293	hsa-mir-4289	27.685	3	25	N
294	hsa-mir-146b-5p	25.833	3	23	N
295	hsa-mir-744-5p	26.909	3	24	N
296	hsa-mir-2355-5p	31.192	3	28	N
297	hsa-mir-16-5p	19.570	3	16	N
